看似	看似	AUX	cop	簡單	簡單	ADJ	1
」	」	PUNCT	punct	公司	公司	NOUN	2
(	(	PUNCT	punct	簡稱	簡稱	VERB	4
簡稱	簡稱	VERB	ccomp	為	為	VERB	1
國泰	國泰	PROPN	nmod	信託	信託	NOUN	1
信託	信託	NOUN	obj	簡稱	簡稱	VERB	1
)	)	PUNCT	punct	簡稱	簡稱	VERB	4
,	,	PUNCT	punct	交	交	VERB	3
最初	最初	NOUN	nmod	額	額	PART	1
資本	資本	NOUN	case:suff	額	額	PART	1
額	額	PART	nsubj	幣	幣	PART	2
為	為	AUX	cop	幣	幣	PART	2
台	台	PROPN	case:suff	幣	幣	PART	1
幣	幣	PART	dep	交	交	VERB	1
兩億	兩億	NUM	nummod	元	元	NOUN	1
1971	1971	NUM	nummod	年	年	NOUN	5
日	日	NOUN	obl	開始	開始	VERB	2
開始	開始	VERB	acl	交	交	VERB	1
營業	營業	VERB	xcomp	開始	開始	VERB	1
並	並	ADV	mark	交	交	VERB	1
交	交	VERB	root	ROOT	ROOT	ROOT	2
由	由	VERB	mark	交	交	VERB	2
萬春	萬春	PROPN	det	子	子	NOUN	1
之	之	PART	case:dec	萬春	萬春	PROPN	1
子	子	NOUN	appos	辰男	辰男	PROPN	1
蔡	蔡	PROPN	nmod	辰男	辰男	PROPN	1
辰男	辰男	PROPN	nsubj	負責	負責	VERB	1
負責	負責	VERB	ccomp	交	交	VERB	1
經營	經營	VERB	xcomp	負責	負責	VERB	1
.	.	PUNCT	punct	交	交	VERB	2
雖然	雖然	ADP	case	吞併	吞併	VERB	1
薩摩	薩摩	PROPN	case:suff	藩	藩	PART	2
藩	藩	PART	nsubj	吞併	吞併	VERB	1
吞併	吞併	VERB	ccomp	希望	希望	VERB	1
了	了	PART	case:aspect	吞併	吞併	VERB	1
琉球	琉球	PROPN	obj	吞併	吞併	VERB	1
但	但	ADV	mark	希望	希望	VERB	1
藩	藩	PART	nsubj	希望	希望	VERB	1
假借	假借	VERB	acl	進行	進行	VERB	1
琉球	琉球	PROPN	det	名義	名義	NOUN	1
的	的	PART	case:dec	琉球	琉球	PROPN	1
名義	名義	NOUN	obj	假借	假借	VERB	1
對	對	ADP	case	明朝	明朝	PROPN	1
明朝	明朝	PROPN	obl	進行	進行	VERB	1
進行	進行	VERB	ccomp	希望	希望	VERB	1
朝貢	朝貢	NOUN	nmod	貿易	貿易	NOUN	1
貿易	貿易	NOUN	obj	進行	進行	VERB	1
謹	謹	ADV	advmod	見證	見證	VERB	1
見證	見證	VERB	root	ROOT	ROOT	ROOT	1
,	,	PUNCT	punct	見證	見證	VERB	1
我	我們	PRON	nsubj	附上	附上	VERB	1
已	已	ADV	advmod	附上	附上	VERB	1
在	在	ADP	case	地點	地點	NOUN	2
指定	指定	VERB	acl:relcl	地點	地點	NOUN	1
的	的	PART	mark:relcl	指定	指定	VERB	2
地點	地點	NOUN	obl	附上	附上	VERB	1
和	和	CCONJ	cc	日期	日期	NOUN	1
日期	日期	NOUN	conj	地點	地點	NOUN	1
附上	附上	VERB	ccomp	見證	見證	VERB	1
了	了	PART	case:aspect	附上	附上	VERB	1
我	我們	PRON	det	簽名	簽名	NOUN	1
簽名	簽名	NOUN	obj	附上	附上	VERB	1
或	或	CCONJ	cc	記號	記號	NOUN	1
記號	記號	NOUN	conj	簽名	簽名	NOUN	1
.	.	PUNCT	punct	見證	見證	VERB	1
翻譯	翻譯	NOUN	nmod	工作	工作	NOUN	1
工作	工作	NOUN	nsubj	困難	困難	ADJ	1
非常	非常	ADV	advmod	困難	困難	ADJ	1
困難	困難	ADJ	root	ROOT	ROOT	ROOT	2
有	有	VERB	xcomp	困難	困難	ADJ	1
很多	很多	NUM	nummod	字	字	PART	1
文	文	PART	case:suff	字	字	PART	1
字	字	PART	nsubj	沒有	沒有	VERB	1
都	都	ADV	mark	沒有	沒有	VERB	4
沒有	沒有	VERB	ccomp	有	有	VERB	2
相等	相等	ADJ	amod	意思	意思	NOUN	1
的	的	PART	mark:relcl	相等	相等	ADJ	1
毛利	毛利	PROPN	nmod	意思	意思	NOUN	1
意思	意思	NOUN	obj	沒有	沒有	VERB	1
.	.	PUNCT	punct	困難	困難	ADJ	2
某些	某些	DET	det	樂手	樂手	NOUN	1
說唱	說唱	NOUN	nmod	樂手	樂手	NOUN	1
樂手	樂手	NOUN	nsubj	以	以	VERB	1
也	也	ADV	mark	以	以	VERB	2
戀屍	戀屍	VERB	case:suff	癖	癖	PART	1
癖	癖	PART	nsubj	主題	主題	NOUN	1
為	為	AUX	cop	主題	主題	NOUN	1
主題	主題	NOUN	ccomp	以	以	VERB	1
扮演	扮演	VERB	acl	登場	登場	VERB	1
沙依	沙依	PROPN	det	男友	男友	NOUN	1
的	的	PART	case:dec	沙依	沙依	PROPN	1
男友	男友	NOUN	obj	扮演	扮演	VERB	1
時	時	ADP	mark	扮演	扮演	VERB	1
,	,	PUNCT	punct	登場	登場	VERB	2
真木	真木	PROPN	nsubj	登場	登場	VERB	1
會	會	AUX	aux	藏在	藏在	VERB	1
將	將	VERB	aux:caus	藏在	藏在	VERB	1
自己	自己	PRON	det	長髮	長髮	NOUN	1
長髮	長髮	NOUN	obj	藏在	藏在	VERB	1
藏在	藏在	VERB	acl	登場	登場	VERB	1
短髮	短髮	NOUN	nmod	假髮	假髮	NOUN	1
假髮	假髮	NOUN	iobj	藏在	藏在	VERB	1
下	下	NOUN	acl	假髮	假髮	NOUN	1
以	以	ADP	case	形	形	PART	1
這樣	這樣	PRON	det	形	形	PART	1
的	的	PART	case:dec	這樣	這樣	PRON	6
進化	進化	VERB	case:suff	形	形	PART	1
形	形	PART	obl	登場	登場	VERB	1
登場	登場	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	登場	登場	VERB	1
詹姆斯	詹姆斯	PROPN	nsubj	告訴	告訴	VERB	1
邀請	邀請	VERB	acl	告訴	告訴	VERB	1
女兒	女兒	NOUN	nsubj	到	到	VERB	1
到	到	VERB	ccomp	邀請	邀請	VERB	1
館	館	PART	obj	到	到	VERB	1
,	,	PUNCT	punct	告訴	告訴	VERB	2
告訴	告訴	VERB	root	ROOT	ROOT	ROOT	2
他	他	PRON	iobj	告訴	告訴	VERB	1
一切	一切	NOUN	obj	告訴	告訴	VERB	1
.	.	PUNCT	punct	告訴	告訴	VERB	2
胡安	胡安	PROPN	nmod	板塊	板塊	NOUN	1
·	·	PUNCT	punct	板塊	板塊	NOUN	1
德富卡	德富卡	PROPN	nmod	板塊	板塊	NOUN	1
板塊	板塊	NOUN	nsubj	一	一	NUM	1
法拉龍	法拉龍	PROPN	nmod	板塊	板塊	NOUN	1
板塊	板塊	NOUN	det	殘遺	殘遺	NOUN	1
的	的	PART	case:dec	板塊	板塊	NOUN	1
殘遺	殘遺	NOUN	det	一	一	NUM	1
之	之	PART	case:dec	殘遺	殘遺	NOUN	1
調查	調查	VERB	case:suff	員	員	PART	1
員	員	PART	nsubj	發現	發現	VERB	1
亦	亦	ADV	mark	發現	發現	VERB	1
發現	發現	VERB	dep	下降	下降	VERB	1
當時	當時	NOUN	nmod:tmod	負責	負責	VERB	1
負責	負責	VERB	acl:relcl	員	員	PART	1
指示	指示	VERB	xcomp	負責	負責	VERB	1
公務	公務	NOUN	case:suff	機	機	PART	3
機	機	PART	obj	指示	指示	VERB	1
管制	管制	VERB	case:suff	員	員	PART	1
員	員	PART	nsubj	沒有	沒有	VERB	1
沒有	沒有	VERB	ccomp	發現	發現	VERB	2
指示	指示	VERB	xcomp	沒有	沒有	VERB	1
機	機	PART	nsubj	下降	下降	VERB	2
下降	下降	VERB	ccomp	指示	指示	VERB	1
至	至	VERB	mark	下降	下降	VERB	2
指定	指定	NOUN	nmod	高度	高度	NOUN	1
高度	高度	NOUN	obj	下降	下降	VERB	1
(	(	PUNCT	punct	下降	下降	VERB	1
當時	當時	NOUN	nmod:tmod	下降	下降	VERB	1
應	應	AUX	aux	下降	下降	VERB	1
從	從	ADP	case	尺	尺	NOUN	1
37,000	37,000	NUM	nummod	尺	尺	NOUN	1
尺	尺	NOUN	obl	下降	下降	VERB	1
36,000	36,000	NUM	nummod	尺	尺	NOUN	1
尺	尺	NOUN	obj	下降	下降	VERB	1
)	)	PUNCT	punct	下降	下降	VERB	1
戈登	戈登	PROPN	nmod	拉姆齊	拉姆齊	PROPN	1
·	·	PUNCT	punct	拉姆齊	拉姆齊	PROPN	1
拉姆齊	拉姆齊	PROPN	nsubj	提到	提到	VERB	1
將	將	VERB	aux:caus	形容	形容	VERB	1
他	他	PRON	det	父親	父親	NOUN	4
父親	父親	NOUN	obj	形容	形容	VERB	1
形容	形容	VERB	acl	提到	提到	VERB	1
為	為	VERB	mark	形容	形容	VERB	1
「	「	PUNCT	punct	酒鬼	酒鬼	NOUN	1
酒鬼	酒鬼	NOUN	obj	為	為	VERB	1
」	」	PUNCT	punct	酒鬼	酒鬼	NOUN	1
,	,	PUNCT	punct	提到	提到	VERB	3
並	並	ADV	mark	提到	提到	VERB	1
在	在	ADP	case	忍氣吞聲	忍氣吞聲	VERB	1
他	他	PRON	det	自傳	自傳	NOUN	1
自傳	自傳	NOUN	appos	忍氣吞聲	忍氣吞聲	VERB	1
《	《	PUNCT	punct	忍氣吞聲	忍氣吞聲	VERB	1
忍氣吞聲	忍氣吞聲	VERB	obl	提到	提到	VERB	1
》	》	PUNCT	punct	忍氣吞聲	忍氣吞聲	VERB	1
里	里	ADP	acl	忍氣吞聲	忍氣吞聲	VERB	1
提到	提到	VERB	root	ROOT	ROOT	ROOT	2
他	他	PRON	det	童年	童年	NOUN	1
童年	童年	NOUN	nsubj:pass	虐待	虐待	VERB	1
一直	一直	ADV	advmod	虐待	虐待	VERB	1
被	被	VERB	aux:pass	虐待	虐待	VERB	1
個	個	NOUN	clf	父親	父親	NOUN	1
「	「	PUNCT	punct	醉醺醺	醉醺醺	ADJ	1
醉醺醺	醉醺醺	ADJ	amod	父親	父親	NOUN	1
且	且	CCONJ	cc	好色	好色	ADJ	1
好色	好色	ADJ	conj	醉醺醺	醉醺醺	ADJ	1
」	」	PUNCT	punct	醉醺醺	醉醺醺	ADJ	1
的	的	PART	mark:relcl	醉醺醺	醉醺醺	ADJ	1
父親	父親	NOUN	nsubj	虐待	虐待	VERB	1
虐待	虐待	VERB	ccomp	提到	提到	VERB	1
.	.	PUNCT	punct	提到	提到	VERB	2
個	個	NOUN	clf	模型	模型	NOUN	1
模型	模型	NOUN	det	變數	變數	NOUN	1
的	的	PART	case:dec	模型	模型	NOUN	2
其中	其中	NOUN	nmod	變數	變數	NOUN	1
個	個	NOUN	clf	變數	變數	NOUN	1
變數	變數	NOUN	nsubj	是	是	VERB	1
高溫	高溫	ADJ	amod	岩漿	岩漿	NOUN	1
岩漿	岩漿	NOUN	nsubj	上升	上升	VERB	1
上升	上升	VERB	csubj	使	使	VERB	1
會	會	AUX	aux	融化	融化	VERB	1
將	將	VERB	aux:caus	融化	融化	VERB	1
冰	冰	NOUN	obj	融化	融化	VERB	1
融化	融化	VERB	acl	使	使	VERB	1
並且	並且	ADV	mark	使	使	VERB	2
使	使	VERB	ccomp	是	是	VERB	1
水	水	NOUN	nsubj	流動	流動	VERB	2
可	可	AUX	aux	讓	讓	VERB	2
讓	讓	VERB	acl:relcl	層	層	PART	1
流動	流動	VERB	ccomp	讓	讓	VERB	1
的	的	PART	mark:relcl	讓	讓	VERB	4
透水	透水	VERB	case:suff	層	層	PART	1
層	層	PART	obl	流動	流動	VERB	1
流動	流動	VERB	ccomp	使	使	VERB	1
居民	居民	NOUN	nsubj	人	人	NOUN	1
約	約	ADV	advmod	15000	15000	NUM	1
15000	15000	NUM	nummod	人	人	NOUN	1
人	人	NOUN	csubj	穆斯林	穆斯林	NOUN	1
,	,	PUNCT	punct	穆斯林	穆斯林	NOUN	1
大多	大多	ADV	advmod	穆斯林	穆斯林	NOUN	1
是	是	AUX	cop	穆斯林	穆斯林	NOUN	1
德魯茲	德魯茲	PROPN	case:suff	派	派	PART	1
派	派	PART	nmod	穆斯林	穆斯林	NOUN	1
穆斯林	穆斯林	NOUN	dep	保留	保留	VERB	1
,	,	PUNCT	punct	保留	保留	VERB	4
部分	部分	NOUN	case:suff	人	人	PART	1
人	人	PART	nsubj	保留	保留	VERB	1
拒絕	拒絕	VERB	acl	保留	保留	VERB	1
加入	加入	VERB	xcomp	拒絕	拒絕	VERB	1
以色列	以色列	PROPN	nmod	國籍	國籍	NOUN	1
國籍	國籍	NOUN	obj	加入	加入	VERB	2
而	而	ADV	mark	保留	保留	VERB	1
保留	保留	VERB	root	ROOT	ROOT	ROOT	4
敘利亞	敘利亞	PROPN	nmod	國籍	國籍	NOUN	1
國籍	國籍	NOUN	obj	保留	保留	VERB	1
.	.	PUNCT	punct	保留	保留	VERB	4
這	這	DET	det	時	時	NOUN	4
時	時	NOUN	det	高地	高地	NOUN	1
的	的	PART	case:dec	時	時	NOUN	1
戈蘭	戈蘭	PROPN	nmod	高地	高地	NOUN	1
高地	高地	NOUN	nsubj	屬	屬	VERB	1
已	已	ADV	advmod	屬	屬	VERB	1
不再	不再	ADV	advmod	屬	屬	VERB	1
屬	屬	VERB	dep	協助	協助	VERB	1
人	人	PART	obj	屬	屬	VERB	1
,	,	PUNCT	punct	協助	協助	VERB	9
但	但	ADV	mark	協助	協助	VERB	1
當時	當時	NOUN	det	祭師	祭師	NOUN	1
人	人	PART	nmod	祭師	祭師	NOUN	1
祭師	祭師	NOUN	appos	長瑪喀比	長瑪喀比	PROPN	1
長瑪喀比	長瑪喀比	PROPN	nsubj	協助	協助	VERB	1
仍然	仍然	ADV	advmod	協助	協助	VERB	1
協助	協助	VERB	root	ROOT	ROOT	ROOT	4
當地	當地	NOUN	det	人	人	PART	1
的	的	PART	case:dec	當地	當地	NOUN	3
人	人	PART	nsubj	對抗	對抗	VERB	1
去	去	ADV	mark	對抗	對抗	VERB	1
對抗	對抗	VERB	ccomp	協助	協助	VERB	1
塞琉西	塞琉西	PROPN	case:suff	人	人	PART	1
人	人	PART	obj	對抗	對抗	VERB	1
.	.	PUNCT	punct	協助	協助	VERB	4
青梅	青梅	PROPN	nmod	沿線	沿線	NOUN	1
街道	街道	NOUN	nmod	沿線	沿線	NOUN	1
沿線	沿線	NOUN	nsubj	街	街	PART	1
為	為	AUX	cop	街	街	PART	1
商店	商店	NOUN	case:suff	街	街	PART	1
街	街	PART	dep	區	區	PART	1
其他	其他	DET	det	地區	地區	NOUN	2
地區	地區	NOUN	nsubj	區	區	PART	1
有	有	VERB	acl:relcl	區	區	PART	1
零星	零星	ADJ	amod	田地	田地	NOUN	1
田地	田地	NOUN	obj	有	有	VERB	1
從	從	ADP	case	漢	漢	PROPN	1
兩	兩	NUM	nummod	漢	漢	PROPN	1
漢	漢	PROPN	obl	到	到	VERB	1
一直	一直	ADV	advmod	到	到	VERB	1
到	到	VERB	acl	處	處	VERB	1
唐	唐	PROPN	nmod	時期	時期	NOUN	2
宋	宋	PROPN	nmod	時期	時期	NOUN	1
時期	時期	NOUN	obj	到	到	VERB	1
,	,	PUNCT	punct	處	處	VERB	13
成都	成都	PROPN	nmod	平原	平原	NOUN	1
平原	平原	NOUN	det	綉	綉	PART	1
的	的	PART	case:dec	平原	平原	NOUN	1
蜀	蜀	PROPN	case:suff	綉	綉	PART	1
綉	綉	PART	nmod	工藝	工藝	NOUN	1
、	、	PUNCT	punct	錦	錦	PART	1
蜀	蜀	PROPN	case:suff	錦	錦	PART	1
錦	錦	PART	conj	綉	綉	PART	1
、	、	PUNCT	punct	藤藝	藤藝	NOUN	1
藤藝	藤藝	NOUN	conj	綉	綉	PART	1
、	、	PUNCT	punct	竹器	竹器	NOUN	1
竹器	竹器	NOUN	conj	綉	綉	PART	1
、	、	PUNCT	punct	漆器	漆器	NOUN	1
漆器	漆器	NOUN	conj	綉	綉	PART	1
等	等	NOUN	acl	綉	綉	PART	1
奢侈	奢侈	ADJ	case:suff	品	品	PART	1
品	品	PART	appos	綉	綉	PART	1
營造	營造	NOUN	nmod	工藝	工藝	NOUN	1
工藝	工藝	NOUN	nsubj	處	處	VERB	1
一直	一直	ADV	advmod	處	處	VERB	2
處	處	VERB	root	ROOT	ROOT	ROOT	6
於	於	VERB	mark	處	處	VERB	11
高度	高度	NOUN	nmod	狀態	狀態	NOUN	1
發達	發達	ADJ	amod	狀態	狀態	NOUN	1
狀態	狀態	NOUN	obj	處	處	VERB	3
.	.	PUNCT	punct	處	處	VERB	6
若	若	ADP	case	無	無	VERB	1
無	無	VERB	xcomp	開放	開放	VERB	1
人	人	NOUN	nsubj	接唱	接唱	VERB	1
能	能	AUX	aux	接唱	接唱	VERB	1
接唱	接唱	VERB	ccomp	無	無	VERB	1
,	,	PUNCT	punct	開放	開放	VERB	4
主持	主持	VERB	case:suff	人	人	PART	2
人	人	PART	nsubj	開放	開放	VERB	1
會	會	AUX	aux	開放	開放	VERB	1
開放	開放	VERB	dep	獲得	獲得	VERB	1
現場	現場	NOUN	nmod	觀眾	觀眾	NOUN	1
觀眾	觀眾	NOUN	nsubj	接唱	接唱	VERB	1
接唱	接唱	VERB	ccomp	開放	開放	VERB	1
接唱	接唱	AUX	cop	成功	成功	ADJ	1
成功	成功	ADJ	case:suff	者	者	PART	1
者	者	PART	nsubj	獲得	獲得	VERB	1
皆	皆	ADV	advmod	獲得	獲得	VERB	1
能	能	AUX	aux	獲得	獲得	VERB	1
獎金	獎金	NOUN	obj	獲得	獲得	VERB	2
整個	整個	DET	det	時期	時期	NOUN	1
戰國	戰國	PROPN	nmod	時期	時期	NOUN	1
時期	時期	NOUN	obl	有	有	VERB	2
有	有	VERB	dep	參看	參看	VERB	1
許多	許多	NUM	nummod	名將	名將	NOUN	1
偉大	偉大	ADJ	amod	名將	名將	NOUN	1
的	的	PART	mark:relcl	偉大	偉大	ADJ	4
名將	名將	NOUN	obj	有	有	VERB	1
或	或	CCONJ	cc	家	家	PART	1
軍事	軍事	NOUN	case:suff	家	家	PART	2
家	家	PART	conj	名將	名將	NOUN	1
,	,	PUNCT	punct	參看	參看	VERB	1
可	可	AUX	aux	參看	參看	VERB	1
參看	參看	VERB	root	ROOT	ROOT	ROOT	1
武廟	武廟	PROPN	nmod	哲	哲	NOUN	1
十	十	NUM	nummod	哲	哲	NOUN	1
哲	哲	NOUN	obj	參看	參看	VERB	1
.	.	PUNCT	punct	參看	參看	VERB	1
新型	新型	NOUN	nmod	推力	推力	NOUN	1
發動	發動	VERB	case:suff	機	機	PART	6
機	機	PART	nmod	推力	推力	NOUN	1
推力	推力	NOUN	nsubj	提升	提升	VERB	1
提升	提升	VERB	acl:relcl	同時	同時	NOUN	1
的	的	PART	mark:relcl	提升	提升	VERB	1
同時	同時	NOUN	nmod:tmod	降低	降低	VERB	1
降低	降低	VERB	csubj	使得	使得	VERB	1
燃料	燃料	NOUN	det	消耗	消耗	NOUN	1
的	的	PART	case:dec	燃料	燃料	NOUN	2
消耗	消耗	NOUN	obj	降低	降低	VERB	1
體積	體積	NOUN	nsubj	較小	較小	ADJ	1
較小	較小	ADJ	acl:relcl	機型	機型	NOUN	1
的	的	PART	mark:relcl	較小	較小	ADJ	2
機型	機型	NOUN	nsubj	用有	用有	VERB	1
也有	也有	VERB	acl	用有	用有	VERB	1
機會	機會	NOUN	obj	也有	也有	VERB	1
用有	用有	VERB	csubj	像是	像是	VERB	1
較長	較長	ADJ	amod	航程	航程	NOUN	1
的	的	PART	mark:relcl	較長	較長	ADJ	2
航程	航程	NOUN	obj	用有	用有	VERB	1
,	,	PUNCT	punct	像是	像是	VERB	2
像是	像是	VERB	ccomp	使得	使得	VERB	1
F-16A	F-16A	X	nsubj	使用	使用	VERB	1
使用	使用	VERB	acl:relcl	航程	航程	NOUN	1
內載	內載	NOUN	nmod	燃料	燃料	NOUN	1
燃料	燃料	NOUN	obj	使用	使用	VERB	1
航程	航程	NOUN	nsubj	高	高	ADJ	1
比	比	ADP	case	F-15A	F-15A	X	1
F-15A	F-15A	X	nmod	高	高	ADJ	1
還	還	ADV	mark	高	高	ADJ	1
要	要	AUX	cop	高	高	ADJ	1
高	高	ADJ	ccomp	像是	像是	VERB	1
.	.	PUNCT	punct	使得	使得	VERB	8
截頜鯉	截頜鯉	NOUN	nsubj	種	種	PART	1
學名	學名	NOUN	appos	截頜鯉	截頜鯉	NOUN	1
Ospatulus	Ospatulus	X	appos	學名	學名	NOUN	1
truncatulus	truncatulus	X	flat:foreign	Ospatulus	Ospatulus	X	1
輻鰭	輻鰭	NOUN	case:suff	魚	魚	PART	1
魚	魚	PART	case:suff	綱	綱	PART	1
綱	綱	PART	nmod	鯉科	鯉科	NOUN	2
鯉形	鯉形	NOUN	case:suff	目	目	PART	2
目	目	PART	nmod	鯉科	鯉科	NOUN	2
鯉科	鯉科	NOUN	det	種	種	NOUN	2
的	的	PART	case:dec	鯉科	鯉科	NOUN	2
個	個	NOUN	clf	種	種	NOUN	2
亞洲	亞洲	PROPN	nmod	流域	流域	NOUN	1
菲律賓	菲律賓	PROPN	nmod	流域	流域	NOUN	1
民答那峨	民答那峨	PROPN	case:suff	島	島	PART	1
島	島	PART	nmod	流域	流域	NOUN	1
拉瑙	拉瑙	PROPN	case:suff	湖	湖	PART	1
種	種	PART	dep	棲息	棲息	VERB	1
,	,	PUNCT	punct	棲息	棲息	VERB	5
達	達	VERB	dep	棲息	棲息	VERB	2
13.3	13.3	NUM	nummod	公分	公分	NOUN	1
棲息	棲息	VERB	root	ROOT	ROOT	ROOT	3
中底層	中底層	NOUN	nmod	水域	水域	NOUN	1
.	.	PUNCT	punct	棲息	棲息	VERB	3
由於	由於	ADP	case	追逐	追逐	VERB	1
該書	該書	NOUN	nsubj	追逐	追逐	VERB	1
與	與	ADP	case	思想	思想	NOUN	1
後世	後世	NOUN	det	思想	思想	NOUN	1
的	的	PART	case:dec	後世	後世	NOUN	1
儒家	儒家	PROPN	nmod	思想	思想	NOUN	1
思想	思想	NOUN	obl	不符	不符	VERB	1
不符	不符	VERB	acl	追逐	追逐	VERB	1
,	,	PUNCT	punct	追逐	追逐	VERB	2
過於	過於	ADV	advmod	追逐	追逐	VERB	1
追逐	追逐	VERB	ccomp	是	是	VERB	1
名利	名利	NOUN	obj	追逐	追逐	VERB	2
對於	對於	ADP	case	用戶	用戶	NOUN	1
主機	主機	NOUN	case:suff	版	版	PART	1
版	版	PART	nmod	用戶	用戶	NOUN	1
用戶	用戶	NOUN	obl	言	言	VERB	1
言	言	VERB	acl	提供	提供	VERB	1
《	《	PUNCT	punct	戰地	戰地	NOUN	1
戰地	戰地	NOUN	nsubj	提供	提供	VERB	1
4	4	NUM	nummod	戰地	戰地	NOUN	1
》	》	PUNCT	punct	戰地	戰地	NOUN	1
也	也	ADV	mark	提供	提供	VERB	2
依舊	依舊	ADV	advmod	提供	提供	VERB	1
「	「	PUNCT	punct	成就	成就	NOUN	1
成就	成就	NOUN	det	解鎖	解鎖	NOUN	1
」	」	PUNCT	punct	獎盃	獎盃	NOUN	2
和	和	CCONJ	cc	獎盃	獎盃	NOUN	1
「	「	PUNCT	punct	獎盃	獎盃	NOUN	1
獎盃	獎盃	NOUN	conj	成就	成就	NOUN	1
的	的	PART	case:dec	成就	成就	NOUN	1
解鎖	解鎖	NOUN	obj	提供	提供	VERB	1
年	年	NOUN	obl	作	作	VERB	3
《	《	PUNCT	punct	戰	戰	NOUN	2
破曉	破曉	NOUN	det	戰	戰	NOUN	2
之	之	PART	case:dec	破曉	破曉	NOUN	2
戰	戰	NOUN	nsubj	作	作	VERB	1
II	II	X	nummod	戰	戰	NOUN	1
》	》	PUNCT	punct	戰	戰	NOUN	2
發行	發行	VERB	acl	作	作	VERB	1
作	作	VERB	dep	有	有	VERB	1
戰	戰	NOUN	det	代	代	NOUN	1
的	的	PART	case:dec	戰	戰	NOUN	1
代	代	NOUN	obj	作	作	VERB	1
遊戲	遊戲	NOUN	det	要素	要素	NOUN	1
許多	許多	NUM	nummod	要素	要素	NOUN	1
要素	要素	NOUN	nsubj	改變	改變	VERB	1
都	都	ADV	mark	改變	改變	VERB	1
改變	改變	VERB	dep	有	有	VERB	1
了	了	X	discourse	改變	改變	VERB	1
不過	不過	ADV	mark	有	有	VERB	7
相當	相當	ADV	advmod	好	好	ADJ	1
好	好	ADJ	amod	評價	評價	NOUN	1
的	的	PART	mark:relcl	好	好	ADJ	1
評價	評價	NOUN	obj	有	有	VERB	1
戰鬥	戰鬥	NOUN	nmod	工兵	工兵	NOUN	2
工兵	工兵	NOUN	nsubj	執行	執行	VERB	1
也	也	ADV	mark	接受	接受	VERB	2
接受	接受	VERB	acl	執行	執行	VERB	1
步兵	步兵	NOUN	det	訓練	訓練	NOUN	1
的	的	PART	case:dec	步兵	步兵	NOUN	2
訓練	訓練	NOUN	obj	接受	接受	VERB	2
,	,	PUNCT	punct	執行	執行	VERB	7
可以	可以	AUX	aux	執行	執行	VERB	1
執行	執行	VERB	root	ROOT	ROOT	ROOT	4
步兵	步兵	NOUN	det	任務	任務	NOUN	1
任務	任務	NOUN	obj	執行	執行	VERB	1
.	.	PUNCT	punct	執行	執行	VERB	5
工兵	工兵	NOUN	nsubj	阻止	阻止	VERB	1
需要	需要	AUX	aux	協助	協助	VERB	1
協助	協助	VERB	acl	阻止	阻止	VERB	1
我	我	PRON	case:suff	方	方	PART	1
方	方	PART	nmod	部隊	部隊	NOUN	1
部隊	部隊	NOUN	det	推進	推進	NOUN	1
推進	推進	NOUN	obj	協助	協助	VERB	1
,	,	PUNCT	punct	阻止	阻止	VERB	3
幫助	幫助	VERB	acl	解決	解決	VERB	1
他	他們	PRON	obj	幫助	幫助	VERB	1
解決	解決	VERB	acl	阻止	阻止	VERB	1
同時	同時	NOUN	nmod:tmod	阻止	阻止	VERB	1
也	也	ADV	mark	阻止	阻止	VERB	1
要	要	AUX	aux	阻止	阻止	VERB	1
製造	製造	VERB	acl	阻止	阻止	VERB	1
障礙	障礙	NOUN	obj	製造	製造	VERB	1
來	來	ADV	mark	阻止	阻止	VERB	1
阻止	阻止	VERB	root	ROOT	ROOT	ROOT	1
敵方	敵方	NOUN	nsubj	前進	前進	VERB	1
前進	前進	VERB	obj	阻止	阻止	VERB	1
.	.	PUNCT	punct	阻止	阻止	VERB	1
此後	此後	NOUN	nmod:tmod	帶去	帶去	VERB	1
,	,	PUNCT	punct	帶去	帶去	VERB	1
溫州	溫州	PROPN	nmod	家	家	PART	1
某	某	DET	det	家	家	PART	1
知名	知名	ADJ	amod	家	家	PART	2
女	女	NOUN	nmod	家	家	PART	1
企業	企業	NOUN	case:suff	家	家	PART	2
家	家	PART	nsubj:pass	帶去	帶去	VERB	1
被	被	VERB	aux:pass	帶去	帶去	VERB	2
相關	相關	ADJ	amod	部門	部門	NOUN	1
部門	部門	NOUN	nsubj	帶去	帶去	VERB	1
帶去	帶去	VERB	root	ROOT	ROOT	ROOT	1
問話	問話	VERB	xcomp	帶去	帶去	VERB	1
.	.	PUNCT	punct	帶去	帶去	VERB	1
他	他	PRON	nsubj	死	死	VERB	2
死	死	VERB	root	ROOT	ROOT	ROOT	2
於	於	VERB	mark	死	死	VERB	2
痢疾	痢疾	NOUN	nsubj	造成	造成	VERB	1
所	所	ADV	mark	造成	造成	VERB	1
造成	造成	VERB	acl:relcl	出血	出血	NOUN	1
內	內	NOUN	nmod	出血	出血	NOUN	1
出血	出血	NOUN	obj	死	死	VERB	1
和	和	CCONJ	cc	瘧疾	瘧疾	NOUN	1
瘧疾	瘧疾	NOUN	conj	出血	出血	NOUN	1
.	.	PUNCT	punct	死	死	VERB	2
戴麟趾	戴麟趾	PROPN	nsubj	在任	在任	VERB	1
在任	在任	VERB	amod	期間	期間	NOUN	1
